936487,0.54,-7.31,-1.46
936517,0.70,-9.14,-1.16
936547,0.85,-10.87,-0.86
936567,1.11,-11.69,-0.97
936597,1.44,-12.80,-1.70
936647,0.63,-14.27,-0.41
936657,0.38,-14.53,-0.00
936687,0.08,-15.26,0.30
936697,-0.05,-15.49,0.26
936787,-0.35,-16.67,1.38
936797,-0.52,-16.76,1.29
936817,-0.59,-16.92,0.96
936847,-0.18,-17.13,1.07
936877,-0.23,-17.22,1.30
936917,-0.41,-17.32,1.00
937017,0.07,-17.48,0.32
937077,0.60,-17.67,0.05
937087,0.71,-17.68,-0.05
937097,0.67,-17.69,-0.14
937127,0.41,-17.75,-0.36
937197,0.79,-17.91,-0.56
937217,0.70,-17.95,-0.68
937287,0.71,-18.01,-0.72
937427,0.34,-17.98,-0.59
937437,0.20,-17.99,-0.57
937537,-0.10,-17.88,-0.25
937547,-0.11,-17.86,-0.19
937597,-0.05,-17.61,0.08
937647,-0.26,-16.65,0.31
937807,-0.27,-10.78,0.64
937917,0.29,-5.14,0.08
937957,1.55,-3.02,-0.90
938237,0.66,11.41,-0.12
938267,0.11,12.31,-0.06
938387,-2.04,14.75,0.21
938407,-2.27,15.04,0.23
938437,-2.26,15.40,0.32
938507,-2.69,15.95,0.62
938537,-2.40,16.17,0.53
938687,-1.21,16.71,0.70
938717,-1.06,16.86,0.48
938777,-0.19,16.91,0.41
938827,0.24,16.92,0.30
938897,0.92,16.84,0.28
939067,1.08,16.49,-0.00
939157,0.77,16.45,0.07
939167,0.69,16.43,0.04
939267,0.17,16.49,0.14
939317,-0.06,16.47,0.16
939397,-0.40,16.40,0.16
939447,-0.57,16.27,0.29
939597,-0.79,15.99,0.10
939667,-0.27,15.84,0.41
939737,-0.44,15.62,0.97
939757,-0.25,15.64,0.82
939837,0.00,15.80,-0.92
939957,-0.08,15.71,-1.43
939987,0.01,15.76,-1.05
940007,0.52,15.94,-0.62
940117,0.72,16.09,0.62
940187,0.55,16.24,1.34
940257,0.13,16.24,0.98
940287,0.13,16.25,1.23
940327,0.14,16.13,0.99
940337,-0.02,16.16,0.86
940407,-0.56,16.06,0.57
940547,-0.40,15.85,-1.00
940577,0.42,15.86,0.07
940627,-0.96,15.65,-1.18
940677,-0.75,15.57,-0.84
940707,-1.18,15.54,-0.95
940767,-2.19,15.75,-1.52
940897,-1.24,2.40,6.30
941087,-5.54,26.49,7.99
941287,1.59,14.58,3.79
941327,1.50,14.07,3.37
941447,1.31,12.97,2.59
941497,1.24,12.65,2.32
941507,1.22,12.58,2.27
941587,1.09,12.03,1.78
941597,1.07,11.96,1.72
941657,0.99,11.64,1.41
